User ID,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5
105,galle,dalada maligawa sri,unawatuna,folk martin museum wickramasinghe,beach kokkilai
106,dutch fort galle,haputale,sigiriya,trincomalee,negombo
107,kumana national park,forest reserve sinharaja,horton national park plains,bundala national park,bird tower watching
108,city colombo tour,centre city kandy,club colombo golf royal,club eliya golf nuwara,arana sandaraja wana
109,national park udawalawe,elephant home transit,elephant orphanage pinnawala,galle,pinnawala
110,dutch fort galle,ancient city polonnaruwa,sigiriya,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone
111,eliya nuwara,beach hikkaduwa,tangalle,arugam bay beach,ahangama
112,beach mirissa,trincomalee,beach unawatuna,explorers mirissa whale,marakolliya
113,forest reserve sinharaja,anuradhapura,horton national park plains,arches bridge nine,harbour trincomalee
114,national park yala,sigiriya,forest kanneliya national rain reserve,national park udawalawe,elephant home transit
115,harbour trincomalee,beach hikkaduwa,fortress rock yapahuwa,ella surathali,lagoon negombo
116,kandy,ancient city polonnaruwa,sigiriya,beach unawatuna,haputale
117,national park wilpattu,national park yala,sigiriya,minneriya national park,national park udawalawe
118,beach mirissa,hikkaduwa,beach hikkaduwa,beach nilaveli,beach unawatuna
119,harbour trincomalee,city colombo port,trincomalee,lagoon negombo,beach mirissa
120,beach mirissa,beach hikkaduwa,beach nilaveli,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone
121,galle lighthouse,kandy museum national,pidurangala rock,galle museum national,dutch museum
122,adams pada peak sri,and cave dambulla golden royal temple temple,colombo,negombo,kandy
123,beach mirissa,trincomalee,hikkaduwa,explorers mirissa whale,marakolliya
124,national park yala,forest kanneliya national rain reserve,haputale,belihuloya,kadugannawa lions mouth rock
125,kandy museum national,galle museum national,dutch museum,colombo museum national,maritime museum
126,dutch fort galle,ancient city polonnaruwa,sigiriya,galle lighthouse,pidurangala rock
127,ancient city polonnaruwa,sigiriya,dutch fort galle,mihintale,kumana national park
128,national park yala,minneriya national park,udawalawa,pinnawala,national park wilpattu
129,galle,beach mirissa,udawalawa,pinnawala,unawatuna
130,jaffna library public,sigiriya,dalada maligawa sri,folk martin museum wickramasinghe,mihintale
131,kalpitiya,knuckles,horton national park plains,beach koggala,negombo
132,leisure world,bay pearl,arana sandaraja wana,aquarium water world,hundukata
133,kandy,forest kanneliya national rain reserve,ambalangoda,club colombo golf royal,club eliya golf nuwara
134,hot madunagala spring water,kandy,hot maha oya springs water,trincomalee,negombo
135,jaffna library public,lanka planetarium sri,arts centre nelung,folk martin museum wickramasinghe,nelum pokuna theatre
136,trincomalee,colombo,lanka planetarium sri,kandy,art gallery national of
137,city colombo port,kalpitiya,harbour trincomalee,kitulgala,negombo
138,city colombo port,eliya nuwara,haputale,harbour trincomalee,leisure world
139,city colombo port,national park udawalawe,national park yala,elephant home transit,club colombo golf royal
140,devasthanam kandaswamy nallur,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,eliya seetha,ella ravan waterfall
141,trincomalee,kitulgala,negombo,city colombo port,kalpitiya
142,beach mirissa,beach hikkaduwa,ahangama,tangalle,arugam bay beach
143,kandy,haputale,haliela lanka sri,eliya nuwara,ambalangoda
144,dambulla,beach nilaveli,kandalama,beach uppuveli,beach hiriketiya
145,dutch fort galle,sigiriya,galle,unawatuna,parakrama samudraya
146,kumana national park,horton national park plains,leisure world,bundala national park,bay pearl
147,kalpitiya,lagoon negombo,hikkaduwa,national park wilpattu,minneriya national park
148,national park yala,eliya nuwara,haputale,pinnawala,art centre lionel wendt
149,island pigeon,eliya nuwara,adams pada peak sri,beach hikkaduwa,beach unawatuna
150,beach jungle,colombo,park viharamahadevi,art gallery national of,art centre lionel wendt
151,harbour trincomalee,horton national park plains,national park yala,lagoon negombo,golden mountain narangala
152,sigiriya,knuckles,horton national park plains,forest reserve sinharaja,galle
153,beach mirissa,dutch fort galle,beach nilaveli,beach hiriketiya,beach uppuveli
154,anuradhapura,kandy,sigiriya,dutch fort galle,devasthanam kandaswamy nallur
155,kandy,ambalangoda,island pigeon,arts crafts sunflower,point turtle watching
156,forest reserve sinharaja,ambalangoda,kandy,arts crafts sunflower,arches bridge nine
157,ella ravan waterfall,bopath falls,diyaluma falls,bambarakiri ella,bambarakanda falls
158,knuckles,forest reserve sinharaja,forest kanneliya national rain reserve,colombo,art gallery national of
159,anuradhapura,sigiriya,haputale,archaeological mihintale museum,polonnaruwa
160,city colombo port,beach nilaveli,beach hiriketiya,beach uppuveli,arugam bay beach
161,and cave dambulla golden royal temple temple,mihintale,leisure world,bay pearl,bodhi jaya maha sri
162,sigiriya,city colombo port,lagoon negombo,harbour trincomalee,lanka planetarium sri
163,hikkaduwa,kandalama,dambulla,club colombo golf royal,club eliya golf nuwara
164,kandy,forest reserve sinharaja,horton national park plains,arches bridge nine,haliela lanka sri
165,kandy,fortress rock yapahuwa,colombo,trincomalee,ella surathali
166,forest reserve sinharaja,national park udawalawe,national park wilpattu,minneriya national park,bundala national park
167,adams pada peak sri,galle lighthouse,pidurangala rock,dewalaya kataragama maha ruhunu,arana sandaraja wana
168,national park yala,national park wilpattu,kandalama,minneriya national park,dambulla
169,national park yala,national park wilpattu,minneriya national park,hot kanniya springs water,hot madunagala spring water
170,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,botanical garden hakgala,galle lighthouse,pidurangala rock
171,trincomalee,hikkaduwa,haputale,beach unawatuna,ambalangoda
172,galle,lagoon negombo,harbour trincomalee,unawatuna,diyagala escape
173,leisure world,arugam bay beach,bay pearl,beach hikkaduwa,tangalle
174,leisure world,kandy,bay pearl,ambalangoda,arts crafts sunflower
175,knuckles,galle,colombo,belihuloya,camping heyna site
176,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,ella ravan waterfall,eliya seetha,diyaluma falls
177,city colombo port,lanka planetarium sri,kumana national park,neithal park,national park wasgamuwa
178,negombo,kandy,kalpitiya,city colombo port,devasthanam kandaswamy nallur
179,hikkaduwa,anuradhapura,polonnaruwa,fortress rock yapahuwa,thuparamaya
180,kitulgala,sigiriya,explorers mirissa whale,marakolliya,kalpitiya lagoon
181,kandy,eliya nuwara,galle,colombo,devasthanam kandaswamy nallur
182,anuradhapura,knuckles,ancient city polonnaruwa,golden mountain narangala,polonnaruwa
183,botanical gardens seethawaka wet zone,botanic dry gardens hambantota zone,botanical garden hakgala,lunuganga,independence memorial museum
184,anuradhapura,ancient city polonnaruwa,dutch fort galle,sigiriya,archaeological mihintale museum
185,kandy,city colombo port,leisure world,bay pearl,arana sandaraja wana
186,kitulgala,anuradhapura,club colombo golf royal,club eliya golf nuwara,kalpitiya lagoon
187,kandy,hikkaduwa,devasthanam kandaswamy nallur,jaffna library public,folk martin museum wickramasinghe
188,kandy,harbour trincomalee,lagoon negombo,devasthanam kandaswamy nallur,golden mountain narangala
189,kandy,beach mirissa,trincomalee,hikkaduwa,lanka planetarium sri
190,hot madunagala spring water,hot maha oya springs water,knuckles,hot kanniya springs water,golden mountain narangala
191,hot madunagala spring water,hot maha oya springs water,anuradhapura,hot kanniya springs water,polonnaruwa
192,sigiriya,kandalama,dambulla,hot maha oya springs water,hot madunagala spring water
193,galle,national park yala,colombo,kumana national park,art gallery national of
194,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,club colombo golf royal,club eliya golf nuwara,botanical garden hakgala
195,knuckles,and cave dambulla golden royal temple temple,camping heyna site,belihuloya,meemure
196,kandy,ambalangoda,island pigeon,arts crafts sunflower,beach rekawa
197,eliya nuwara,kandy,forest reserve sinharaja,city colombo port,haliela lanka sri
198,dalada maligawa sri,sunsetisland,center conservation forest makandawa makandawa,lagoon negombo,ganga madu
199,hot madunagala spring water,hot maha oya springs water,ancient city polonnaruwa,sigiriya,hot kanniya springs water
200,kumana national park,forest reserve sinharaja,bundala national park,bird tower watching,anawilundawa wetland
201,anuradhapura,trincomalee,sigiriya,udawalawa,pinnawala
202,kalpitiya,hikkaduwa,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,botanical garden hakgala
203,anuradhapura,negombo,island pigeon,dambulla,kandalama
204,kandy,beach mirissa,beach hikkaduwa,boat center coral issue sanctuary ticket,centre cultural kandyan
205,negombo,national park wilpattu,minneriya national park,arana sandaraja wana,national park wasgamuwa
206,island pigeon,national park yala,beach rekawa,elephant home transit,point turtle watching
207,beach mirissa,kalpitiya,hikkaduwa,beach unawatuna,beach hikkaduwa
208,ella ravan waterfall,diyaluma falls,bambarakiri ella,bambarakanda falls,bopath falls
209,city colombo tour,centre city kandy,sunsetisland,center conservation forest makandawa makandawa,city colombo port
210,beach mirissa,beach jungle,fortress rock yapahuwa,ella surathali,beach tangalle
211,beach mirissa,kandy museum national,galle museum national,dutch museum,colombo museum national
212,city colombo tour,centre city kandy,sigiriya,forest reserve sinharaja,arches bridge nine
213,dambulla,galle,kandalama,diyagala escape,polonnaruwa
214,dalada maligawa sri,mihintale,centre cultural kandyan,folk martin museum wickramasinghe,gangaramaya temple
215,city colombo port,beach mirissa,leisure world,bay pearl,anuradhapura
216,belihuloya,fortress rock yapahuwa,camping heyna site,kadugannawa lions mouth rock,ella surathali
217,lagoon negombo,adams pada peak sri,harbour trincomalee,udawalawa,pinnawala
218,galle,kitulgala,art gallery national of,art centre lionel wendt,arts centre nelung
219,ancient city polonnaruwa,sigiriya,hikkaduwa,haputale,anuradhapura
220,beach jungle,park viharamahadevi,pinnawala,udawalawa,golden mountain narangala
221,kandy,eliya nuwara,devasthanam kandaswamy nallur,lanka planetarium sri,haliela lanka sri
222,arana sandaraja wana,aquarium water world,bentota ganga,hundukata,ganga madu
223,anuradhapura,sigiriya,city colombo port,lagoon negombo,archaeological mihintale museum
224,eliya nuwara,kumana national park,minneriya national park,national park wilpattu,club colombo golf royal
225,galle,beach mirissa,colombo,beach nilaveli,art gallery national of
226,dutch fort galle,sigiriya,jaffna library public,folk martin museum wickramasinghe,arts centre nelung
227,hot madunagala spring water,hot maha oya springs water,hot kanniya springs water,udawalawa,pinnawala
228,dalada maligawa sri,kumana national park,horton national park plains,trincomalee,bundala national park
229,devasthanam kandaswamy nallur,and cave dambulla golden royal temple temple,mihintale,kandy,deliwala kota temple vehera
230,kalpitiya,hikkaduwa,lagoon negombo,jaffna library public,folk martin museum wickramasinghe
231,forest reserve sinharaja,negombo,horton national park plains,kumana national park,bundala national park
232,minneriya national park,kumana national park,galle,national park wilpattu,national park wasgamuwa
233,dalada maligawa sri,adams pada peak sri,lanka planetarium sri,ambalangoda,kandy
234,kalpitiya,island pigeon,kitulgala,galle,negombo
235,city colombo port,beach mirissa,lagoon negombo,leisure world,kandalama
236,anuradhapura,ancient city polonnaruwa,dutch fort galle,mihintale,polonnaruwa
237,national park yala,kalpitiya,national park wilpattu,minneriya national park,national park wasgamuwa
238,ancient city polonnaruwa,dalada maligawa sri,adams pada peak sri,dutch fort galle,trincomalee
239,trincomalee,negombo,dambulla,kandalama,haputale
240,anuradhapura,sigiriya,negombo,polonnaruwa,archaeological mihintale museum
241,anuradhapura,beach mirissa,dutch fort galle,lagoon negombo,lanka planetarium sri
242,sigiriya,adams pada peak sri,manelwatta temple,dewalaya kataragama maha ruhunu,isurumuniya temple
243,hikkaduwa,forest kanneliya national rain reserve,beach rekawa,point turtle watching,ambalangoda
244,arts centre nelung,national park wilpattu,minneriya national park,art gallery national of,gangaramaya temple
245,island pigeon,trincomalee,beach unawatuna,point turtle watching,beach rekawa
246,dutch fort galle,national park yala,horton national park plains,sunsetisland,arches bridge nine
247,galle,beach mirissa,ancient city polonnaruwa,colombo,art gallery national of
248,eliya nuwara,and cave dambulla golden royal temple temple,mihintale,city colombo tour,centre city kandy
249,beach jungle,beach nilaveli,beach uppuveli,beach hiriketiya,arugam bay beach
250,kandy,negombo,trincomalee,devasthanam kandaswamy nallur,arana sandaraja wana
251,horton national park plains,forest reserve sinharaja,leisure world,kadugannawa lions mouth rock,pidurangala rock
252,kandy,galle,beach mirissa,ambalangoda,unawatuna
253,anuradhapura,colombo,galle,sigiriya,art gallery national of
254,kandy,devasthanam kandaswamy nallur,club colombo golf royal,club eliya golf nuwara,galle
255,haputale,eliya nuwara,centre city kandy,city colombo tour,ambalangoda
256,sigiriya,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,minneriya national park,national park wilpattu
257,eliya seetha,ella ravan waterfall,diyaluma falls,jaffna library public,folk martin museum wickramasinghe
258,kalpitiya,beach mirissa,hikkaduwa,tangalle,beach hikkaduwa
259,dalada maligawa sri,galle,lanka planetarium sri,ritigala,unawatuna
260,harbour trincomalee,city colombo port,beach mirissa,anuradhapura,by cinnamon hikka tranz
261,horton national park plains,adams pada peak sri,anuradhapura,archaeological mihintale museum,campaign diggala side
262,island pigeon,galle,jaffna library public,colombo,folk martin museum wickramasinghe
263,harbour trincomalee,city colombo port,adams pada peak sri,arts centre nelung,art gallery national of
264,city colombo port,club colombo golf royal,club eliya golf nuwara,udawalawa,pinnawala
265,negombo,forest reserve sinharaja,national park yala,beach nilaveli,beach hiriketiya
266,national park yala,kumana national park,beach jungle,park viharamahadevi,bundala national park
267,mihintale,adams pada peak sri,kandy museum national,galle museum national,dhanaja gem museum
268,eliya nuwara,kandy,sigiriya,hot madunagala spring water,hot maha oya springs water
269,beach hikkaduwa,beach nilaveli,beach unawatuna,nelum pokuna theatre,art centre lionel wendt
270,hot madunagala spring water,hot maha oya springs water,horton national park plains,jaffna library public,hot kanniya springs water
271,sigiriya,city colombo tour,centre city kandy,city colombo port,colombo
272,ancient city polonnaruwa,dutch fort galle,mihintale,galle,anuradhapura
273,haputale,dambulla,kitulgala,ambalangoda,point turtle watching
274,kumana national park,national park udawalawe,forest kanneliya national rain reserve,elephant home transit,bundala national park
275,adams pada peak sri,dalada maligawa sri,club colombo golf royal,club eliya golf nuwara,dewalaya kataragama maha ruhunu
276,arts centre nelung,art gallery national of,gangaramaya temple,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone
277,beach mirissa,beach nilaveli,lagoon negombo,beach hiriketiya,beach uppuveli
278,horton national park plains,forest kanneliya national rain reserve,galle,national park wasgamuwa,uppuveli
279,dutch fort galle,harbour trincomalee,lagoon negombo,city colombo port,hikkaduwa
280,dalada maligawa sri,adams pada peak sri,and cave dambulla golden royal temple temple,galle lighthouse,dewalaya kataragama maha ruhunu
281,island pigeon,hikkaduwa,beach unawatuna,beach nilaveli,beach hikkaduwa
282,galle,kitulgala,hot madunagala spring water,hot maha oya springs water,island pigeon
283,eliya nuwara,beach mirissa,lagoon negombo,kitulgala,city colombo port
284,centre city kandy,city colombo tour,national park yala,national park udawalawe,national park wilpattu
285,trincomalee,ella ravan waterfall,eliya seetha,diyaluma falls,bambarakiri ella
286,kandy,trincomalee,explorers mirissa whale,marakolliya,lanka planetarium sri
287,knuckles,forest reserve sinharaja,eliya nuwara,uppuveli,bird tower watching
288,city colombo port,dutch fort galle,kitulgala,national park udawalawe,pinnawala
289,national park yala,national park udawalawe,national park wilpattu,minneriya national park,national park wasgamuwa
290,national park yala,trincomalee,negombo,national park udawalawe,minneriya national park
291,hot madunagala spring water,hot maha oya springs water,kandy,devasthanam kandaswamy nallur,hot kanniya springs water
292,horton national park plains,beach nilaveli,hot kanniya springs water,hot maha oya springs water,hot madunagala spring water
293,dutch fort galle,dalada maligawa sri,sigiriya,ancient city polonnaruwa,haputale
294,kitulgala,botanic dry gardens hambantota zone,botanical gardens seethawaka wet zone,botanical garden hakgala,lunuganga
295,eliya nuwara,beach nilaveli,beach uppuveli,beach hiriketiya,beach tangalle
296,galle,colombo,art gallery national of,art centre lionel wendt,arts centre nelung
297,and cave dambulla golden royal temple temple,mihintale,kandy museum national,galle museum national,dutch museum
298,hot madunagala spring water,hot maha oya springs water,hot kanniya springs water,camping heyna site,belihuloya
299,national park yala,forest kanneliya national rain reserve,national park udawalawe,national park wilpattu,hot kanniya springs water
300,dutch fort galle,city colombo tour,centre city kandy,sigiriya,haputale
301,kandy,colombo,ambalangoda,centre city kandy,city colombo tour
302,adams pada peak sri,and cave dambulla golden royal temple temple,trincomalee,dewalaya kataragama maha ruhunu,dalada maligawa sri
303,kandy,galle,ambalangoda,arts crafts sunflower,polonnaruwa
304,kandy,club colombo golf royal,club eliya golf nuwara,haliela lanka sri,ambalangoda
305,city colombo port,anuradhapura,mihintale,kitulgala,polonnaruwa
306,arts centre nelung,adams pada peak sri,jaffna library public,art gallery national of,gangaramaya temple
307,pidurangala rock,sigiriya,galle lighthouse,fortress rock yapahuwa,ella surathali
308,dalada maligawa sri,colombo,art gallery national of,art centre lionel wendt,arts centre nelung
309,and cave dambulla golden royal temple temple,mihintale,adams pada peak sri,manelwatta temple,deliwala kota temple vehera
310,kandy,ambalangoda,national park yala,arts centre nelung,arts crafts sunflower
311,and cave dambulla golden royal temple temple,club colombo golf royal,club eliya golf nuwara,buddhist temple vehera velgam,sigiriya
312,kandy,beach mirissa,colombo,city colombo port,lagoon negombo
313,forest reserve sinharaja,horton national park plains,arts centre nelung,arches bridge nine,art gallery national of
314,kumana national park,forest reserve sinharaja,bundala national park,galle,bird tower watching
315,beach mirissa,hot kanniya springs water,hot maha oya springs water,hot madunagala spring water,ella ravan waterfall
316,eliya nuwara,kandy,negombo,haliela lanka sri,haputale
317,beach mirissa,kandy,trincomalee,udawalawa,pinnawala
318,harbour trincomalee,national park yala,lagoon negombo,kumana national park,bundala national park
319,negombo,beach koggala,folk martin museum wickramasinghe,polonnaruwa,kalpitiya
320,galle,arts centre nelung,art centre lionel wendt,nelum pokuna theatre,unawatuna
321,national park udawalawe,elephant home transit,elephant orphanage pinnawala,pinnawala,anuradhapura
322,knuckles,city colombo tour,centre city kandy,club colombo golf royal,club eliya golf nuwara
323,and cave dambulla golden royal temple temple,mihintale,kumana national park,anuradhapura,bundala national park
324,beach nilaveli,beach uppuveli,beach tangalle,beach hiriketiya,beach marakolliya
325,kitulgala,club colombo golf royal,club eliya golf nuwara,kalpitiya lagoon,ahungalla
326,eliya nuwara,colombo,beach unawatuna,kandy,art gallery national of
327,kandy,art gallery national of,art centre lionel wendt,ambalangoda,arts centre nelung
328,hot madunagala spring water,hot maha oya springs water,hot kanniya springs water,kitulgala,city colombo port
329,sigiriya,and cave dambulla golden royal temple temple,fortress rock yapahuwa,ella surathali,pidurangala rock
330,beach jungle,national park yala,national park udawalawe,park viharamahadevi,elephant home transit
331,mihintale,and cave dambulla golden royal temple temple,adams pada peak sri,trincomalee,bodhi jaya maha sri
332,dalada maligawa sri,and cave dambulla golden royal temple temple,jaffna library public,folk martin museum wickramasinghe,dewalaya kataragama maha ruhunu
333,knuckles,kandy,devasthanam kandaswamy nallur,golden mountain narangala,centre cultural kandyan
334,and cave dambulla golden royal temple temple,mihintale,camping heyna site,arana sandaraja wana,blue camping moon
335,lagoon negombo,trincomalee,hikkaduwa,bolgoda lake,sunsetisland
336,and cave dambulla golden royal temple temple,adams pada peak sri,dewalaya kataragama maha ruhunu,manelwatta temple,isurumuniya temple
