user_id,recommendations
416,[220 376 111  53 107]
417,[220 376 111 121 107]
418,[220 376 111 121 107]
419,[220 111 121 376 107]
420,[220 111 376  53 121]
421,[220 376 121 111 384]
422,[376 111  53 107 220]
423,[111 220 376 107 121]
424,[220 376 121  53 384]
425,[220 376 111 121  53]
426,[111 220 121 376 193]
427,[220 376 121 111 107]
428,[376 111 220 121 107]
429,[220 376 111 121 107]
430,[220 111 376 121 107]
431,[220 111 376 121 107]
432,[220 376 121 111  53]
433,[220 376 121 111  53]
434,[220 121 376 111  53]
435,[220 376 121 111 107]
436,[220 111 121 376 329]
437,[220 376 111 121 107]
438,[220 376 121 107 111]
439,[220 111 376 121 107]
440,[111 220 376 121  53]
441,[220 376 384 111 107]
442,[220 376 121 111 107]
443,[376 111 220 107 121]
444,[220 376 121 111 384]
445,[376 220 111 107  89]
446,[220 111 121 376 107]
447,[376 220 111 121  53]
448,[111 376 121 220 107]
449,[220 111 121 376 107]
450,[220 111 376 121 107]
451,[376 220 121 111 107]
452,[220 376 121 111 107]
453,[376 220 111  53 121]
454,[220 121 376 111 107]
455,[376 220 111 121 107]
456,[220 121 111 376 107]
457,[220 111 376  53 384]
458,[220 121 376 111 107]
459,[376 111 107 121 220]
460,[111 220 376 121 107]
461,[220 111 121 376  89]
462,[111 220 376 121 107]
463,[220 121 111 376 107]
464,[220 111 121 376  89]
465,[220 111 121 376 120]
466,[220 111 376 121  89]
467,[220 121 376  53 111]
468,[220 376 111 107 165]
469,[376 111 220 121 107]
470,[220 121 111 376 384]
471,[220 111 376 121 329]
472,[220 111 376 121 384]
473,[220 111 376 121 298]
474,[220 111 121 376 107]
475,[220 111 121 376 107]
476,[220 376 111 121  53]
477,[220 376 111 121  89]
478,[376 111 220 121 107]
479,[220 111 376 121 120]
480,[376 220  53 121 111]
481,[220 376 121 111 107]
482,[220 376 111 107  53]
483,[220 111 376 121 145]
484,[111 220 376 121 107]
485,[220 111 121 376 107]
486,[220 376 121 111 384]
487,[220 111  89  53 376]
488,[111 220 376 121 107]
489,[220 376 111 121  89]
490,[220 376 111 121  53]
491,[220 111 376 121 145]
492,[220 111 121 376 120]
493,[220 376 111  53 121]
494,[220 376 121 111  53]
495,[220 376 111 121  81]
496,[220 121 107 111 376]
497,[220 111 121 376 107]
498,[220 111 376 145 121]
499,[220 111 376 121  89]
500,[220 376 121 111 107]
501,[220 111 121 376 107]
502,[220 376 111 121  53]
503,[220 111 376 121 384]
504,[220 376 111 121 107]
505,[220 376 121 111  53]
506,[220 376 111 121  53]
507,[376 111 107 121 220]
508,[220 111 121 376 107]
509,[220 111 376 121  53]
510,[220 111 121 376  89]
511,[220 111 376 121 145]
512,[220 376 121  53 111]
513,[376 220 121 111 107]
514,[220 111 107  89 376]
515,[220 111 121 376 107]
516,[220 376 111 121 165]
517,[220 111 121 376  81]
518,[220 111 376 121 107]
519,[220 111 376  89 121]
520,[376 111 220 121  53]
521,[220 111 376 121 329]
522,[220 111 376 107 121]
523,[220 376 111 121 107]
524,[220 111 376 121 107]
525,[220 376 121 111 107]
526,[220 376 121 111 329]
527,[220 376 111  89 107]
528,[376 111 220 107 298]
529,[220 111 376 121 107]
530,[220 376 111 121 107]
531,[220 111 376 121 107]
532,[376 220 111  53 121]
533,[220 111 121 376 107]
534,[220 121 111 376  53]
535,[220 376 111 121 145]
536,[111 220 376 121 107]
537,[376 220 121 111 107]
538,[220 121 111 376 107]
539,[220 111 121 376 165]
540,[376 220 111 107 121]
541,[220 111 376 121 107]
542,[220 121 111 376 384]
543,[220 376 111 121  53]
544,[220 121 376 111  53]
545,[220 376 121 111  89]
546,[220 111 121 376  89]
547,[220 121 376 111 298]
548,[376 111 121 220 107]
549,[220 111 121 376 107]
550,[220 121 376 111  89]
551,[220 376 111 121 384]
552,[220 111 121 376  89]
553,[220 111 376 107 121]
554,[220 111 376 121 107]
555,[220 376 111 121 107]
556,[220 111 121 376 107]
557,[220 376 121  53 111]
558,[220 111 376  53 107]
559,[220 121 376 111 329]
560,[220 376 111 121  53]
561,[220 121 376 111 384]
562,[220 111 376 121 145]
563,[220 111 376 121  53]
564,[220 111 121 376 107]
565,[220 121 376 111 165]
566,[220 376 107 121 111]
567,[220 111 121 376 107]
568,[220 111 376 121 298]
569,[376 220 111 121 145]
570,[376 220 111 107 121]
571,[220 111 376 121 384]
572,[220 111 121 376 107]
573,[220 111 376 121 107]
574,[220 111 376 121 107]
575,[220 121  53 376 107]
576,[220 376 121 111 107]
577,[220 376 121 111  89]
578,[376 220 121 111  53]
579,[220 121 376 111 384]
580,[220 111 376 107 121]
581,[220 376 111 121 329]
582,[220 376 111 121 107]
583,[220 376 111 121 107]
584,[220 111 376 121 107]
585,[220 376 111 121 107]
586,[376 220 121 111 107]
587,[220 121 376 111  53]
588,[220 121 376 111  53]
589,[220 111 376 121 107]
590,[220 376 111 121 107]
591,[220 376 121  53 111]
592,[220 121 111 376 107]
593,[220 111 376 121 107]
594,[111 220 376  53 121]
595,[220 111 376 121 384]
596,[220 121 111 376 107]
597,[220 111 121 376 384]
598,[220 111 376 121 107]
599,[220 121 111 376 107]
600,[220 111 376 121 329]
601,[220 111 376 121 107]
602,[220 376 121 111 384]
603,[220 376 111 107 121]
604,[220 111 376 107 121]
605,[376 111 220 107 121]
606,[376 220 121 111 107]
607,[220 111 121 376 107]
608,[220 376 121 111  53]
609,[121 376 220 107 111]
610,[220 111 376 121  53]
611,[220 111 376 121  53]
612,[111 220 376 107  53]
613,[220 121 111 376 107]
614,[220 376 121 384 111]
615,[111 220 376 121  53]
616,[220 121 376 111  53]
617,[220 376 111 121 165]
618,[220 111 376 121 145]
619,[220 111 376 121 329]
620,[220 376 121  53 384]
621,[220 376 111  53 121]
622,[220 376 111 121 165]
623,[220 376 121 111 384]
624,[220 121 376 111  53]
625,[220 111 121 376 107]
626,[376 220 121 107  53]
627,[220 111 376  53 145]
628,[220 111 121 376 107]
629,[220 111 376 121 145]
630,[220 111 376 107 121]
631,[220 111 376 384  89]
632,[220 111 376 121 145]
633,[220 111 376 121 145]
634,[220 376 121 111 384]
635,[220 376 111 165 121]
636,[376 111 220 121 107]
637,[220 111 376 121  53]
638,[220 121 376 111 107]
639,[376 220 111 107 121]
640,[220 376 111 121 107]
641,[220 111 376 121 145]
642,[376 220 111 107 121]
643,[220 376 121 107 111]
644,[220 121 376 111  53]
645,[220 121 111 376 107]
646,[220 121 111 107 376]
647,[220 111 376 121  53]
648,[220 121 111 376 384]
649,[376 220 121 111 107]
650,[220 111 376 121 329]
651,[220 376 121 111 107]
652,[220 111 121 376 107]
653,[220 111 376 107 121]
654,[220 111 376 121 145]
655,[220 111 376 121  53]
656,[376 220 121 111  53]
657,[220 376 121 111  53]
658,[220 111 376 121 107]
659,[220 376 111 121 107]
660,[111 376 220 121  53]
661,[220 111 376 121  89]
662,[220 111 376 121 107]
663,[220 111 376 121 107]
664,[220 121 111 376 107]
665,[220 376 111  53 121]
666,[220 376 121 111  53]
667,[376 121 111 220 107]
668,[220 376 121 111  53]
669,[220 111 376 121 107]
670,[376 220 111 121  53]
671,[220 121 111 376  53]
672,[220 376 111 121 107]
673,[220 111 376 121  53]
674,[220 376 111 107 121]
675,[220 376 111 121 384]
676,[220 111 376 121  53]
677,[220 111 121 376 107]
678,[111 376 220 121 107]
679,[376 220 111 121 107]
680,[220 376 111 384  53]
681,[220 121 376 111 107]
682,[220 121 111 376  53]
683,[220 111 376 107 121]
684,[220 121 376 111 107]
685,[220 111 121 376 107]
686,[220 111 376 121 107]
687,[220 111 121 376 107]
688,[220 111 376 121  89]
689,[220 376 111 121 107]
690,[220 111 121 376 107]
691,[220 111 376 121 384]
692,[376 220 121 111 329]
693,[220 111 376 121 329]
694,[220 121 111 376 107]
695,[220 376 111 107 298]
696,[111 376 220 107 121]
697,[220 121 111 376 165]
698,[220 376 111 121  89]
699,[220 111 121 376 107]
700,[220 121 111 376  53]
701,[220 111 121 376 329]
702,[220 376 111 107 121]
703,[220 121 376 111  53]
704,[376 220 111 121 107]
705,[220 376 111 121 107]
706,[220 376 121 111  53]
707,[111 220 376 121 107]
708,[220 111 121 376 120]
709,[376 107 121 220 111]
710,[220 111 121  53 107]
711,[220 376 111 121 107]
712,[111 220 376 121 107]
713,[220 111 376 121 107]
714,[111 220 376 121 107]
715,[220 121 376 111 107]
716,[220 111 376 121 107]
717,[220 376 111 121 107]
718,[220 111 121 376 329]
719,[376 220 121 111 107]
720,[220 111 376 121  53]
721,[220 376  53 111 121]
722,[220 111 376 121 107]
723,[111 376 220 121  53]
724,[220 121 376 111  53]
725,[220 111 376  89 145]
726,[376 111 121 220  53]
727,[220 376 121 111  53]
728,[220 376 111 121  53]
729,[111 376 220 121 107]
730,[220 111 376 121  53]
731,[220 376 384 121 111]
732,[220 111 376 298 121]
733,[220 111 121 376 107]
734,[220 111 121 376 107]
735,[220 111 121 376 107]
736,[220 111 376 121 107]
737,[220 376 111 121  89]
738,[111 220 376 121 107]
739,[220 111 376 121 107]
740,[220 376 121 111 107]
741,[220 376 111 121  53]
742,[376 111 220 121 107]
743,[220 121 376  53 111]
744,[220 376 111  53 121]
745,[220 376 111 107 121]
746,[220 111 376 121  81]
747,[220 111 376 121 107]
748,[220 376 111 121 145]
749,[220 111 376 121 329]
750,[376 220 111 121 107]
751,[220 111 376 121 107]
752,[111 220 376 107 121]
753,[220 111 121 376 384]
754,[220 376 111 121 107]
755,[220 111 121 376 107]
756,[111 376 220 107 121]
757,[111 376 220 107 384]
758,[220 121 111 376  53]
759,[220 376 111 145 107]
760,[376 121 111 220 107]
761,[220 111 376 121 107]
762,[111 376 220 121 107]
763,[220 376 111 121 107]
764,[220 121 376 111 384]
765,[220 376 111 107 121]
766,[220 376 121 111 107]
767,[376 220 121 111 107]
768,[220 111 121 376 107]
769,[111 376 220 121  53]
770,[121 220 376 111  53]
771,[220 376 121 111  53]
772,[220 376 111 107 121]
773,[376 111 220 121 107]
774,[220 111  89 121 376]
775,[220 121 376 111 107]
776,[220 376 111 121 165]
777,[111 376 220 121 107]
778,[220 111 376  53 107]
779,[220 111 376 107 121]
780,[220 111 376 121 165]
781,[220 121 376 111 384]
782,[220 111 107 376 121]
783,[220 111 376 121 107]
784,[220 121 376 107 111]
785,[220 111 121 376 107]
786,[220 111 121 376 107]
787,[220 111 376 165  89]
788,[220 111 376 121 329]
789,[376 220 111 121  53]
790,[121 220 376  53 111]
791,[376 220 121 111  53]
792,[220 121 376 111 384]
793,[220 376 121 111 107]
794,[220 111 121 376 384]
795,[220 111 376 121 107]
796,[220 376 121 111  53]
797,[220 111 121 376 107]
798,[220 376 111 121 145]
799,[376 111 121 220 107]
800,[220 121 376 111  53]
801,[220 111 376 121  81]
802,[220 111 376 298 121]
803,[220 111 376 121 165]
804,[220 111 121  89 376]
805,[111 220 121 376 329]
806,[220 376 111 121 107]
807,[376 111 220  53 107]
808,[111 121 376 220 107]
809,[220 111 376 121 107]
810,[220 111 376 121 107]
811,[376 220 107  53 111]
812,[220 376 111 121  53]
813,[376 220 111 121 107]
814,[376 111 107 220 121]
815,[111 220 376 121 107]
816,[220 376 121 111 107]
817,[220 111 121 376 107]
818,[220 376 111 121 107]
819,[220 121 376 111  53]
820,[220 376 111 107 121]
821,[220 376  53 111 121]
822,[376 220 121 111  53]
823,[220 376 111  53 384]
824,[220 111 376 107 121]
825,[220 111 121 376 107]
826,[220 111 376 121  89]
827,[220 111 376 121  53]
828,[220 376 111 121 107]
829,[220 121 376 111  89]
830,[220 121 111 107 376]
831,[220 111 376  89 121]
832,[220 111 376 121 107]
833,[220 376 121 111  89]
834,[376 220 111 121  53]
835,[220 111 376 121 107]
836,[220 111 376 121 107]
837,[220 376 111 121  89]
838,[220 111 121 376 329]
839,[220 111 121 376  53]
840,[111 376 121 220 107]
841,[220 121 376 111  53]
842,[220 376 111  89 121]
843,[376 111 107 121 220]
844,[376 111 107 220 121]
845,[220 111 121 376 107]
846,[220 376 111 121 384]
847,[220 111 121 376  53]
848,[220 121 376 111  53]
849,[220 111 121 376 107]
850,[220 121 376 165  89]
851,[220 376 111 121 107]
852,[220 111 376 121  53]
853,[220 121 111 376 107]
854,[220 121 111 376  53]
855,[220 111 376 121 107]
856,[220 111 121 376 107]
857,[220 111 121 376 107]
858,[220 111 376 121 107]
859,[111 220 376 121 107]
860,[220 111 376 121 384]
861,[220 111 376 121 107]
862,[220 121 376 111 329]
863,[220 111 376  89 121]
864,[220 121 111 376  89]
865,[220 111 376 121 107]
866,[220 376 111 121 145]
867,[220 111 376 121  89]
868,[220 376 121 111  53]
869,[220 111 121 376 107]
870,[376 220 121 107 111]
871,[111 220 121 376  53]
872,[220 111 376 329 121]
873,[220 111 107 376  53]
874,[220 111 121 376 107]
875,[220 376 121 107 111]
876,[111 220 376  53 107]
877,[220 121 111 376 107]
878,[220 111 121 376 107]
879,[111 220 121 376 107]
880,[220 376 111 121 107]
881,[220 376 111 121 329]
882,[220 111 376 121 107]
883,[376 111 107 121  53]
884,[220 376 121 111 107]
885,[220 121 111 376  89]
886,[220 121 376 111  53]
887,[111 220 376 121 107]
888,[220 111 376 107 121]
889,[220 111 121 376 107]
890,[376 220 111 121  53]
891,[220 376 111 121  53]
892,[376 220 111 121 107]
893,[220 111 376 121 107]
894,[220 111 121 376 107]
895,[220 111 376 121 329]
896,[376 220 121 111 384]
897,[220 376 111 121 107]
898,[220 121 376 384 111]
899,[220 111 121 376 107]
900,[220 376 111 121  89]
901,[220 111 376 121 107]
902,[220 121 111 376  89]
903,[111 220 121 376 329]
904,[220 376 121 111 107]
905,[220 111 376 121 145]
906,[220 376 111 121 107]
907,[220 111 376 121 107]
908,[220 107  53 121  89]
909,[111 220 376 121 107]
910,[220 111 121 376 107]
911,[220 121 111 376 329]
912,[220 111 121 376 107]
913,[220 111 376 121 107]
914,[111 220 376 121 298]
915,[220 111 121 376  53]
916,[220 111 121 376 298]
917,[220 111 376 121 107]
918,[220 376 121 111  53]
919,[220 121 111 376 107]
920,[376 220 111 384  53]
921,[376 220 111 107 121]
922,[220 111 121 376 107]
923,[111 376 220 121 107]
924,[220 111 121 107 376]
925,[111 220 376  53 121]
926,[220 111 376 121  89]
927,[220 376 111 121 107]
928,[220 111 376 121 120]
929,[220 376 107 111 121]
930,[376 111 121 220 107]
931,[220 111 376 121 107]
932,[220 111 376 121 107]
933,[220 111 121 376 107]
934,[376 111 107 121 220]
935,[220 376 111 121 384]
936,[111 220 121 376 107]
937,[220 111 121 376 107]
938,[220 111 376 121 107]
939,[220 111 107 376 121]
940,[220 111 121 376 107]
941,[220 111 121 376 107]
942,[220 376 121 111  53]
943,[111 220 376 121 145]
944,[111 376 220 121  53]
945,[220 121 111 376 384]
946,[220 376 121 111  53]
947,[220 121 111 376 329]
948,[220 376 111 107 121]
949,[220 121 376 111  53]
950,[220 111 107 376 121]
951,[376 220 121 111 107]
952,[220 111 376 121 107]
953,[220 121 111 376  53]
954,[220 376 111 121 107]
955,[220 376 121 107 111]
956,[111 220 121 376 329]
957,[220 111 376 107 121]
958,[376 220 111  53 121]
959,[220 111 121 376 107]
960,[376 220 111 121 107]
961,[220 121 111 376  53]
962,[376 111 220 121 107]
963,[220 376 121 111 384]
964,[220 376 121 384  89]
965,[376 111 220  53 121]
966,[220 376 111 107 121]
967,[220 111 121 376 107]
968,[220 111 376 121 107]
969,[111 220 376 121 298]
970,[220 111 376 121  53]
971,[111 220 376 121  53]
972,[220 376 111 121 107]
973,[220 111 376 121  89]
974,[220 111 376 121 107]
975,[220 111 121 376  53]
976,[220 376 111 121  89]
977,[220 111 376 121 107]
978,[220 121 111 376  53]
979,[220 111 121 376 107]
980,[220 121 111 376  53]
981,[220 111 376 121 329]
982,[220 121 376 111  81]
983,[111 220 376 121 107]
984,[220 376 111 121 145]
985,[220 111 376 121 107]
986,[220 376 121 111  53]
987,[220 111 376 121 107]
988,[220 376 121 111 384]
989,[220 121 376  89  53]
990,[220 111 121 376  89]
991,[220 376 107 121 111]
992,[220 111 376 107 121]
993,[220 111 376  53 121]
994,[220 111 107 376  89]
995,[220 111 121  89 329]
996,[220 111 121 107 376]
997,[220 376 107 111 121]
998,[111 220 376 107 121]
